사업장명,인허가일자,상세영업상태명,소재지전화,도로명주소,지번주소,위도,경도,업태구분명,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용명,데이터기준일자
아중푸름신경외과의원,2002-02-15,영업중,063-246-8700,전라북도 전주시 덕진구 건산로 222 (인후동1가),전라북도 전주시 덕진구 인후동1가 835-1,35.83373121,127.1615768,의원,의원,1,0,0,474.49,내과+외과+정형외과+신경외과+소아청소년과+피부과+비뇨의학과,2022-06-30
아중한빛안과의원,1997-01-31,영업중,063-245-3559,전라북도 전주시 덕진구 건산로 236 (인후동1가),전라북도 전주시 덕진구 인후동1가 845-2,35.834199,127.1630901,의원,의원,1,0,0,118.5,안과,2022-06-30
안순주가정의학과의원,2016-04-07,영업중,063-252-3457,"전라북도 전주시 덕진구 시천로 42, 1~2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 834-3,35.86310233,127.1147867,의원,의원,1,0,0,265.54,내과+신경과+정신건강의학과+외과+정형외과+신경외과+산부인과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
안혜숙산부인과의원,1988-08-06,영업중,063-271-1331,전라북도 전주시 덕진구 건산로 71 (인후동2가),전라북도 전주시 덕진구 인후동2가 261-8,35.83237068,127.1451848,의원,의원,1,0,0,276.48,산부인과,2022-06-30
약산한의원,2000-04-07,영업중,063-244-0152,전라북도 전주시 덕진구 우아로 28 (우아동3가),전라북도 전주시 덕진구 우아동3가 744-67,35.85039364,127.1561954,한의원,한의원,1,0,0,123.96,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
약선당한의원,2007-07-04,영업중,063-227-7779,"전라북도 전주시 완산구 모악로 4680, 201호 (평화동2가)",전라북도 전주시 완산구 평화동2가 888,35.78725741,127.1307297,한의원,한의원,1,0,0,189.9,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
약손한의원,2020-12-17,영업중,063-278-1076,"전라북도 전주시 완산구 태평3길 43-5, 1층 (태평동)",전라북도 전주시 완산구 태평동 29-9,35.82396043,127.1414646,한의원,한의원,1,0,0,101.15,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
약수한의원,1993-04-23,영업중,063-245-7358,전라북도 전주시 덕진구 견훤로 288 (인후동1가),전라북도 전주시 덕진구 인후동1가 766-11,35.8372809,127.1568907,한의원,한의원,1,0,0,221.63,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
양빛나유외과의원,2013-05-03,영업중,063-228-9336,"전라북도 전주시 완산구 용머리로 34, 4층 (효자동1가)",전라북도 전주시 완산구 효자동1가 454-20,35.80575611,127.1140946,의원,의원,1,1,2,182.44,내과+외과+정형외과+산부인과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
양승춘치과의원,1986-01-11,영업중,063-284-6668,전라북도 전주시 완산구 충경로 58 (중앙동3가),전라북도 전주시 완산구 중앙동3가 67-8,35.81797135,127.1456416,치과의원,치과의원,1,0,0,81.6,예방치과,2022-06-30
양윤정신경과의원,2001-11-15,영업중,063-273-7255,"전라북도 전주시 덕진구 기린대로 479-2, 3층 (덕진동1가)",전라북도 전주시 덕진구 덕진동1가 1267-4,35.8423617,127.125035,의원,의원,1,0,0,85.11,신경과+신경외과,2022-06-30
양지한의원,2003-05-16,영업중,063-236-1100,전라북도 전주시 완산구 솟대1길 23 (삼천동1가),전라북도 전주시 완산구 삼천동1가 702-3,35.79388554,127.1238732,한의원,한의원,1,0,0,82.35,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
양현한의원,2020-08-07,영업중,063-212-7588,"전라북도 전주시 덕진구 만성중앙로 70, 2층 202호 (만성동)",전라북도 전주시 덕진구 만성동 1263-1,35.84166232,127.0788108,한의원,한의원,1,0,0,126.33,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
에덴산부인과의원,2001-08-21,영업중,063-212-8119,전라북도 전주시 덕진구 쪽구름1길 2 (동산동),전라북도 전주시 덕진구 동산동 691-8,35.87233465,127.0765724,의원,의원,1,4,4,366,내과+성형외과+산부인과+소아청소년과+피부과,2022-06-30
에이스치과의원,1999-10-05,영업중,063-275-1844,전라북도 전주시 덕진구 솔내로 139 (송천동1가),전라북도 전주시 덕진구 송천동1가 101-14,35.86251059,127.1265998,치과의원,치과의원,1,0,0,118.45,예방치과,2022-06-30
에코 온누리 이비인후과 의원,2019-01-24,영업중,063-272-9990,"전라북도 전주시 덕진구 세병로 178-4, 2층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1299-9,35.87902725,127.1332324,의원,의원,1,0,0,204.2,내과+소아청소년과+안과+이비인후과+피부과+가정의학과,2022-06-30
에코꾸러기소아치과의원,2022-02-09,영업중,063-901-2882,"전라북도 전주시 덕진구 과학로 20, 엘디엠시티 2층 204,205호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1332-1,35.87197561,127.1227217,치과의원,치과의원,1,0,0,264.19,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
에코내과의원,2018-06-27,영업중,063-277-3131,전라북도 전주시 덕진구 세병남로 35 (송천동2가),전라북도 전주시 덕진구 송천동2가 1326-13,35.87285665,127.1275074,의원,의원,3,0,0,458.45,내과+신경과+정신건강의학과+마취통증의학과+산부인과+소아청소년과+이비인후과+영상의학과+진단검사의학과,2022-06-30
에코라인의원,2020-06-05,영업중,063-276-9960,"전라북도 전주시 덕진구 세병남로 25, 3층 301,302호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1331-13,35.87200421,127.1272879,의원,의원,2,0,0,270.85,내과+성형외과+피부과+가정의학과,2022-06-30
에코마취통증의학과의원,2018-07-03,영업중,063-251-0045,전라북도 전주시 덕진구 세병로 28 (송천동2가),전라북도 전주시 덕진구 송천동2가 1326-7,35.87394937,127.127803,의원,의원,1,0,0,167.74,정형외과+신경외과+마취통증의학과+피부과+재활의학과+가정의학과,2022-06-30
에코맑은하루신경과의원,2022-02-17,영업중,,"전라북도 전주시 덕진구 과학로 20, 엘디엠시티 303, 304호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1332-1,35.87197561,127.1227217,의원,의원,1,0,0,306,내과+신경과+정신건강의학과+신경외과+가정의학과,2022-06-30
에코바른정형외과의원,2019-01-22,영업중,063-274-2345,"전라북도 전주시 덕진구 세병남로 31, 3층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1331-15,35.87250053,127.127367,의원,의원,1,0,0,395.22,정형외과,2022-06-30
에코산부인과의원,2022-02-23,영업중,063-274-7575,"전라북도 전주시 덕진구 세병서로 10, 301, 302호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1333-1,35.87176874,127.1230702,의원,의원,1,0,0,319.69,산부인과,2022-06-30
에코삼성정형외과의원,2021-08-05,영업중,063-715-5571,"전라북도 전주시 덕진구 세병남로 25, 1층 105호, 2층 전체, 3층 303호, 4층 전체 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1331-13,35.87200421,127.1272879,의원,의원,5,9,10,918.04,내과+신경과+정신건강의학과+외과+정형외과+신경외과+성형외과+마취통증의학과+소아청소년과+이비인후과+피부과+재활의학과+가정의학과+응급의학과+예방의학과,2022-06-30
에코소아청소년과의원,2020-05-26,영업중,063-272-2772,"전라북도 전주시 덕진구 백석동로 17, 2~4층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1323-2,35.87673072,127.1250681,의원,의원,4,17,29,1306.8,내과+소아청소년과+안과+이비인후과+피부과+가정의학과,2022-06-30
에코이비인후과의원,2018-08-20,영업중,063-252-0980,"전라북도 전주시 덕진구 세병로 30, 4층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1326-9,35.8735992,127.1280028,의원,의원,2,0,0,147.2,내과+소아청소년과+안과+이비인후과+피부과,2022-06-30
에코천그루치과의원,2018-05-11,영업중,063-272-2828,"전라북도 전주시 덕진구 세병남로 35, 3층 302호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1326-13,35.87285665,127.1275074,치과의원,치과의원,1,0,0,307.15,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과+통합치의학과,2022-06-30
에코한의원,2002-10-04,영업중,063-251-0208,"전라북도 전주시 덕진구 백석동로 13, 2층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1323-3,35.87655246,127.1252361,한의원,한의원,1,0,0,179,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
엘림정신건강의학과의원,2003-07-02,영업중,063-276-7575,"전라북도 전주시 덕진구 기린대로 358 (금암동, 영진빌딩)",전라북도 전주시 덕진구 금암동 482-5,35.835462,127.1356179,의원,의원,1,0,0,151,내과+신경과+정신건강의학과,2022-06-30
역전참한의원,2003-02-27,영업중,063-241-7810,전라북도 전주시 덕진구 백제대로 840 (우아동3가),전라북도 전주시 덕진구 우아동3가 752-56,35.84886685,127.160213,한의원,한의원,2,0,0,251.83,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
연세가정의학과내과의원,1997-03-10,영업중,063-232-3535,"전라북도 전주시 완산구 서학로 37, 3층 (동서학동)",전라북도 전주시 완산구 동서학동 93-5,35.80966373,127.1535866,의원,의원,2,0,0,193.99,내과+신경과+정형외과+신경외과+마취통증의학과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
연세내과의원,2005-06-28,영업중,063-211-8275,"전라북도 전주시 덕진구 쪽구름로 109, 2층 (반월동)",전라북도 전주시 덕진구 반월동 243-5,35.87375783,127.0733716,의원,의원,2,0,0,318.13,내과+신경과+소아청소년과+이비인후과+피부과,2022-06-30
연세미소치과의원,2018-11-01,영업중,063-236-5275,"전라북도 전주시 완산구 모악로 4649, 2층 (평화동2가)",전라북도 전주시 완산구 평화동2가 458-10,35.78470229,127.1285086,치과의원,치과의원,1,0,0,304.55,치과보철과+소아치과+치주과+치과보존과+예방치과+통합치의학과,2022-06-30
연세바른안과의원,2018-03-09,영업중,063-905-1010,"전라북도 전주시 완산구 용머리로 32, 삼세한의원 (효자동1가)",전라북도 전주시 완산구 효자동1가 454-4,35.80569584,127.1138814,의원,의원,2,0,0,247.73,내과+안과+가정의학과,2022-06-30
연세비비의원,2009-04-28,영업중,063-278-6003,전라북도 전주시 완산구 온고을로 28 (서신동),전라북도 전주시 완산구 서신동 970-1,35.83421397,127.1198111,의원,의원,1,0,0,308.81,피부과+가정의학과,2022-06-30
연세수가정의학과의원,2011-02-17,영업중,063-232-7588,"전라북도 전주시 완산구 용머리로 203, 2층 (서완산동2가)",전라북도 전주시 완산구 서완산동2가 360-19,35.8078255,127.1321346,의원,의원,1,0,0,241.1,내과+신경과+외과+정형외과+신경외과+성형외과+마취통증의학과+산부인과+소아청소년과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
연세안과의원,2003-01-03,영업중,063-276-1800,"전라북도 전주시 완산구 당산로 102, 4층 (서신동, 두솔빌딩)",전라북도 전주시 완산구 서신동 785-2,35.83197135,127.1196516,의원,의원,2,0,0,0,안과,2022-06-30
연세웰치과의원,2011-11-10,영업중,063-273-2804,"전라북도 전주시 덕진구 가련산로 6 (덕진동2가, 예담빌딩)",전라북도 전주시 덕진구 덕진동2가 695-4,35.84045557,127.1102672,치과의원,치과의원,1,0,0,105.6,치과,2022-06-30
연세유펜치과의원,2017-05-11,영업중,063-224-0028,"전라북도 전주시 완산구 마전들로 55, 3, 4층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1667-7,35.82120941,127.1015307,치과의원,치과의원,1,0,0,671,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
연세조은의원,2010-04-02,영업중,063-224-7588,"전라북도 전주시 완산구 문학대4길 28, 1층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1618-2,35.82667199,127.1051541,의원,의원,1,0,0,158.8,내과+외과+소아청소년과+가정의학과,2022-06-30
연세치과의원,1990-06-18,영업중,063-275-8586,전라북도 전주시 완산구 백제대로 337 (중화산동2가),전라북도 전주시 완산구 중화산동2가 697-5,35.82324048,127.1223517,치과의원,치과의원,1,0,0,193.94,예방치과,2022-06-30
연수당한의원,1983-02-28,영업중,063-283-6636,전라북도 전주시 완산구 전라감영로 22 (다가동1가),전라북도 전주시 완산구 다가동1가 76-3,35.81454823,127.1419819,한의원,한의원,1,0,0,136,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
연치과의원,2002-11-28,영업중,063-229-2275,"전라북도 전주시 완산구 소대배기로 16, 1층 (평화동2가)",전라북도 전주시 완산구 평화동2가 890-4,35.78709035,127.1318593,치과의원,치과의원,1,0,0,93.1,예방치과,2022-06-30
열린가정의학과의원,1999-03-09,영업중,063-251-6346,전라북도 전주시 덕진구 공북로 29 (진북동),전라북도 전주시 덕진구 진북동 417-137,35.82553754,127.1352058,의원,의원,1,0,0,133.77,가정의학과,2022-06-30
열린한의원,2004-06-02,영업중,063-247-1333,"전라북도 전주시 덕진구 석소로 30, 201호 (우아동2가)",전라북도 전주시 덕진구 우아동2가 904-1,35.82994589,127.1692662,한의원,한의원,1,0,0,146.52,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
열정치과의원,2016-06-28,영업중,063-224-2875,"전라북도 전주시 완산구 홍산로 260, 엠스퀘어 4층 (효자동3가)",전라북도 전주시 완산구 효자동3가 1531-2,35.81684124,127.1064661,치과의원,치과의원,3,0,0,432,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
영진한의원,2018-05-29,영업중,063-236-8875,"전라북도 전주시 완산구 소대배기로 9, 2층 (평화동2가)",전라북도 전주시 완산구 평화동2가 341-3,35.78757099,127.1312853,한의원,한의원,1,0,0,150,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
영화한의원,2010-04-06,영업중,063-288-7510,전라북도 전주시 완산구 흑석로 23 (서서학동),전라북도 전주시 완산구 서서학동 284,35.80200859,127.1503807,한의원,한의원,1,0,0,51.84,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
예그린한의원,2014-04-10,영업중,063-226-2075,"전라북도 전주시 완산구 홍산로 245 (효자동2가, 7층, 703호)",전라북도 전주시 완산구 효자동2가 1244-1,35.8155397,127.1054794,한의원,한의원,1,0,0,180.28,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과+한방응급과,2022-06-30
예담은치과의원,2012-04-17,영업중,063-246-3515,"전라북도 전주시 덕진구 백제대로 630-1, 2~3층 (금암동)",전라북도 전주시 덕진구 금암동 1553-13,35.84208996,127.13844,치과의원,치과의원,1,0,0,407.5,치과,2022-06-30
예당한의원,2006-01-13,영업중,063-214-8840,전라북도 전주시 덕진구 쪽구름1길 2 (여의동2가),전라북도 전주시 덕진구 동산동 691-8,35.87233465,127.0765724,한의원,한의원,1,0,0,138,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
예본치과의원,2009-06-30,영업중,063-236-1675,전라북도 전주시 완산구 용머리로 54 (효자동1가),전라북도 전주시 완산구 효자동1가 441-5,35.80629795,127.1162558,치과의원,치과의원,1,0,0,146.45,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+구강악안면방사선과+예방치과+치과,2022-06-30
예쁜얼굴하가치과의원,2012-07-09,영업중,063-278-5665,"전라북도 전주시 덕진구 가련산로 17, 202호 (덕진동2가, 리드빌딩)",전라북도 전주시 덕진구 덕진동2가 681-7,35.84164041,127.1106171,치과의원,치과의원,1,0,0,196.01,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+구강악안면방사선과+구강병리과+예방치과+치과,2022-06-30
예수가정의학과의원,1997-08-30,영업중,063-231-7772,전라북도 전주시 완산구 전주천동로 142 (전동3가),전라북도 전주시 완산구 전동3가 144-9,35.81264643,127.1452654,의원,의원,2,0,0,150.12,가정의학과,2022-06-30
예스비뇨기과의원,2002-02-15,영업중,063-243-3322,"전라북도 전주시 덕진구 건산로 240, 2층 (인후동1가, 홍지빌딩)",전라북도 전주시 덕진구 인후동1가 845-5,35.83433237,127.1635661,의원,의원,1,0,0,0,피부과+비뇨의학과,2022-06-30
예스의원,2011-01-25,영업중,063-255-7502,"전라북도 전주시 완산구 백제대로 400, 3층 (서신동)",전라북도 전주시 완산구 서신동 28,35.8288707,127.1230891,의원,의원,1,0,0,247.37,성형외과+피부과+가정의학과,2022-06-30
예원치과의원,2009-01-05,영업중,063-272-9075,"전라북도 전주시 덕진구 송천로 30, 2동 2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 382-1,35.85607789,127.1191966,치과의원,치과의원,2,0,0,172.86,치과,2022-06-30
예인치과의원,2015-03-11,영업중,063-277-2755,"전라북도 전주시 완산구 당산로 110, 4층 (서신동)",전라북도 전주시 완산구 서신동 785-6,35.83199227,127.1203618,치과의원,치과의원,1,0,0,195.53,치과교정과+소아치과+치주과+치과보존과+구강내과,2022-06-30
예일치과의원,2013-07-12,영업중,063-253-0001,전라북도 전주시 완산구 바우배기1길 31 (효자동2가),전라북도 전주시 완산구 효자동2가 1243-9,35.81488199,127.1050238,치과의원,치과의원,3,0,0,111,치과,2022-06-30
오근영정신건강의학과의원,2015-03-02,영업중,063-285-8000,"전라북도 전주시 덕진구 송천중앙로 136, 2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 395-50,35.85891932,127.1214954,의원,의원,1,0,0,165,정신건강의학과+가정의학과,2022-06-30
오내과의원,1998-08-29,영업중,063-231-3939,전라북도 전주시 완산구 기린대로 120 (남노송동),전라북도 전주시 완산구 남노송동 521-11,35.81991224,127.154145,의원,의원,1,0,0,113.76,내과,2022-06-30
오라클피부과의원,2009-05-29,영업중,063-274-0000,"전라북도 전주시 완산구 여울로 19, 서신코뎀상가 4층 (서신동)",전라북도 전주시 완산구 서신동 968-6,35.8351907,127.1212156,의원,의원,2,0,0,460.74,내과+성형외과+피부과,2022-06-30
오명록성형외과의원,2008-06-26,영업중,063-277-1013,"전라북도 전주시 완산구 쑥고개로 319, 6층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1214-6,35.80261827,127.1001455,의원,의원,1,0,0,282.13,성형외과,2022-06-30
오성당한의원,2007-11-22,영업중,063-287-0075,전라북도 전주시 완산구 풍남문2길 54 (전동3가),전라북도 전주시 완산구 전동3가 13-1,35.81325332,127.1463944,한의원,한의원,1,0,0,129.96,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
오성수외과의원,2003-09-04,영업중,063-223-6075,전라북도 전주시 완산구 용머리로 57 (효자동1가),전라북도 전주시 완산구 효자동1가 435-3,35.80694364,127.1163265,의원,의원,2,2,2,224.4,외과,2022-06-30
오승환힐링치과의원,2013-01-07,영업중,063-222-0037,"전라북도 전주시 완산구 홍산로 263, 502호 (효자동2가, 홍익빌딩)",전라북도 전주시 완산구 효자동2가 1239-1,35.81728463,127.1054799,치과의원,치과의원,3,2,3,369.64,구강악안면외과+구강악안면방사선과+치과+구강악안면외과+치과보철과+소아치과+구강내과,2022-06-30
오에스티치과의원,2009-05-29,영업중,063-237-3337,"전라북도 전주시 덕진구 기린대로 382, 3층 (금암동)",전라북도 전주시 덕진구 금암동 470-13,35.83682023,127.1337353,치과의원,치과의원,1,0,0,185.2,구강악안면외과+치과보철과+소아치과+치주과+치과보존과+구강악안면방사선과+치과,2022-06-30
오영미정신건강의학과의원,2018-05-18,영업중,063-272-0890,전라북도 전주시 완산구 당산로 106 (서신동),전라북도 전주시 완산구 서신동 785-4,35.83200163,127.1200134,의원,의원,1,0,0,198.1,정신건강의학과,2022-06-30
오정렬치과의원,1995-02-08,영업중,063-223-0387,전라북도 전주시 완산구 용머리로 112 (효자동1가),전라북도 전주시 완산구 효자동1가 548-1,35.8057539,127.1223949,치과의원,치과의원,1,0,0,105.4,예방치과,2022-06-30
오치과의원,1993-11-09,영업중,063-224-2874,"전라북도 전주시 완산구 거마평로 72, 2층 (삼천동1가)",전라북도 전주시 완산구 삼천동1가 596-4,35.79879992,127.117069,치과의원,치과의원,1,0,0,67.67,예방치과+통합치의학과,2022-06-30
오환용치과의원,1987-05-09,영업중,063-288-1191,전라북도 전주시 완산구 전라감영5길 26-1 (경원동1가),전라북도 전주시 완산구 경원동1가 88-1,35.81792124,127.1460807,치과의원,치과의원,2,0,0,85,예방치과,2022-06-30
온가족치과의원,2018-05-15,영업중,063-286-2200,"전라북도 전주시 완산구 용머리로 34, 하나은행 2,3층 (효자동1가)",전라북도 전주시 완산구 효자동1가 454-20,35.80575611,127.1140946,치과의원,치과의원,2,0,0,350,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
온고을치과의원,2014-08-05,영업중,063-288-2879,"전라북도 전주시 완산구 팔달로 250, 3층 (서노송동)",전라북도 전주시 완산구 서노송동 632-4,35.82452064,127.1448028,치과의원,치과의원,1,0,0,195.6,치과,2022-06-30
온고을피부과의원,1998-02-25,영업중,063-227-8881,전라북도 전주시 덕진구 무삼지로 80 (인후동1가),전라북도 전주시 덕진구 인후동1가 851-6,35.83263222,127.1631761,의원,의원,1,0,0,174.8,내과+피부과+비뇨의학과,2022-06-30
온고을한의원,2006-01-02,영업중,063-253-7090,전라북도 전주시 덕진구 시천로 48 (송천동1가),전라북도 전주시 덕진구 송천동1가 833-6,35.86363973,127.1147118,한의원,한의원,1,0,0,119.8,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
온고을행복한한의원,2004-02-27,영업중,063-254-3375,전라북도 전주시 완산구 유연로 277 (서신동),전라북도 전주시 완산구 서신동 856-4,35.82556874,127.1160415,한의원,한의원,1,0,0,147.36,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
온누리연합내과의원,2004-05-14,영업중,063-236-9600,전라북도 전주시 완산구 백제대로 54 (삼천동1가),전라북도 전주시 완산구 삼천동1가 743-19,35.79938255,127.1292417,의원,의원,4,0,0,618.71,내과+소아청소년과+이비인후과+피부과,2022-06-30
온누리치과의원,2011-05-09,영업중,063-226-5000,전라북도 전주시 완산구 호암로 91 (효자동2가),전라북도 전주시 완산구 효자동2가 1316-4,35.80848388,127.1042627,치과의원,치과의원,1,0,0,242.99,치과,2022-06-30
온누리한의원,2002-09-02,영업중,063-225-1162,전라북도 전주시 완산구 소대배기로 15 (평화동2가),전라북도 전주시 완산구 평화동2가 339-6,35.78742504,127.1319744,한의원,한의원,1,0,0,161,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
온마음치과의원,2020-07-11,영업중,063-225-7528,"전라북도 전주시 완산구 효천중앙로 55, 302호 (효자동2가)",전라북도 전주시 완산구 효자동2가 1377-2,35.79895714,127.1078764,치과의원,치과의원,1,0,0,175.2,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과,2022-06-30
온빛한의원,2006-04-14,영업중,063-225-7760,"전라북도 전주시 덕진구 오공로 43-50, 501호 (중동)",전라북도 전주시 덕진구 중동 777-2,35.83747935,127.060557,한의원,한의원,1,0,0,138,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
온영석치과의원,1988-10-12,영업중,063-224-4174,전라북도 전주시 완산구 용머리로 104 (효자동1가),전라북도 전주시 완산구 효자동1가 547-3,35.80586032,127.1215175,치과의원,치과의원,1,0,0,98.54,예방치과,2022-06-30
온유치과의원,2021-02-25,영업중,063-213-2872,"전라북도 전주시 덕진구 만성중앙로 70, 3층 302호 (만성동)",전라북도 전주시 덕진구 만성동 1263-1,35.84166232,127.0788108,치과의원,치과의원,1,0,0,126.33,구강악안면외과+치과보철과+소아치과+치주과+치과보존과+영상치의학과+예방치과,2022-06-30
온정한의원,1996-06-15,영업중,063-253-2920,전라북도 전주시 완산구 태평3길 74-5 (태평동),전라북도 전주시 완산구 태평동 8-83,35.82566549,127.1418739,한의원,한의원,2,0,0,90,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
올곧바른치과의원,2021-02-09,영업중,063-283-2875,"전라북도 전주시 완산구 쑥고개로 324, 4층 402, 403호 (효자동2가)",전라북도 전주시 완산구 효자동2가 341-2,35.80216444,127.1007307,치과의원,치과의원,2,0,0,380,구강악안면외과+치과보철과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과+통합치의학과,2022-06-30
올봄한의원,2022-02-10,영업중,063-272-9944,"전라북도 전주시 덕진구 세병로 8, JK빌딩 301호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 1325-1,35.87549432,127.1268461,한의원,한의원,1,0,0,111.65,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
와이편한치과의원,2019-09-27,영업중,063-223-2882,"전라북도 전주시 완산구 모악로 4665, 3층 303호 (평화동2가)",전라북도 전주시 완산구 평화동2가 325-17,35.78617072,127.1292605,치과의원,치과의원,1,0,0,283.34,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과+통합치의학과,2022-06-30
왕국환한의원,1991-06-12,영업중,063-274-5555,"전라북도 전주시 완산구 당산로 61 (서신동, 남양대명아파트상가)",전라북도 전주시 완산구 서신동 764-1,35.83238445,127.115163,한의원,한의원,1,0,0,136,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
용마취통증의학과의원,2017-07-24,영업중,063-284-7511,전라북도 전주시 완산구 팔달로 250 (서노송동),전라북도 전주시 완산구 서노송동 632-4,35.82452064,127.1448028,의원,의원,2,0,0,225.46,신경과+정형외과+신경외과+마취통증의학과+재활의학과,2022-06-30
용비뇨의학과의원,2020-09-04,영업중,063-288-7555,"전라북도 전주시 완산구 용머리로 203, 3층 (서완산동2가)",전라북도 전주시 완산구 서완산동2가 360-19,35.8078255,127.1321346,의원,의원,1,1,1,261.1,피부과+비뇨의학과,2022-06-30
용한의원,2015-04-13,영업중,063-213-1075,전라북도 전주시 덕진구 쪽구름로 132 (반월동),전라북도 전주시 덕진구 반월동 422-8,35.87418433,127.0709205,한의원,한의원,1,0,0,92.1,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
